fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label
6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,bad
11.6,0.52,0.73,43.6,0.257,131.8,270.4,1.02301,3.23,0.93,11.4,good
8.6,0.76,1.01,37.4,0.131,102.7,268.9,1.03539,2.83,1.14,13.2,good
11.1,1.11,0.99,37.0,0.145,189.2,147.6,1.00298,3.14,1.58,10.2,bad
13.1,1.12,1.13,45.1,0.203,104.0,221.5,1.01901,3.13,0.95,10.1,good
8.6,0.17,0.28,2.7,0.047,38.0,150.0,0.99365,3.1,0.56,10.8,bad
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,bad
13.4,0.99,0.89,47.5,0.241,224.0,332.8,1.01868,3.06,1.12,11.5,good
7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.99677,3.22,0.49,10.3,bad
6.2,0.28,0.41,5.0,0.043,50.0,188.0,0.99318,3.23,0.64,10.8,bad
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,good
12.1,1.03,0.76,45.6,0.191,113.4,368.4,1.01688,2.97,1.05,12.1,bad
10.8,0.32,1.31,40.8,0.293,62.2,295.4,1.02895,3.05,1.25,12.5,good
12.1,0.68,1.02,52.6,0.317,180.0,315.2,1.02471,3.2,0.89,12.7,bad
12.5,0.89,1.2,48.7,0.235,228.3,314.9,1.02565,3.24,0.89,12.8,good
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,bad
13.8,1.24,0.77,46.1,0.183,271.7,249.9,1.02516,3.01,1.03,10.6,bad
6.6,0.2,0.32,1.1,0.039,25.0,78.0,0.9926,3.39,0.54,10.2,good
8.9,1.01,1.46,35.1,0.272,136.0,235.1,1.01681,3.18,1.09,11.2,good
6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,3.22,0.6,9.2,bad
6.6,0.16,0.32,1.4,0.035,49.0,186.0,0.9906,3.35,0.64,12.4,good
13.0,0.66,0.79,41.0,0.381,180.0,269.0,1.01537,3.14,1.13,9.5,good
8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,bad
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,good
6.9,1.36,1.12,37.5,0.296,137.6,320.4,1.01829,3.09,1.31,12.8,bad
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,bad
10.3,1.29,1.2,38.3,0.336,213.0,382.0,1.02135,3.05,1.08,10.2,bad
10.6,1.1,0.99,24.5,0.132,202.6,315.1,1.01536,3.19,1.27,12.4,bad
11.1,0.45,0.67,28.0,0.193,163.2,195.1,1.007,3.34,1.11,12.1,bad
7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,bad
11.3,1.24,1.09,31.9,0.327,196.1,285.2,1.02206,3.05,1.52,11.9,bad
8.6,1.17,1.09,42.6,0.275,201.2,224.6,1.01222,3.37,1.23,11.2,good
6.5,0.15,0.44,12.6,0.052,65.0,158.0,0.99688,3.26,0.7,10.3,good
11.3,0.94,0.87,45.9,0.297,136.7,138.5,1.01406,3.18,1.34,11.6,bad
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,bad
5.6,0.33,0.28,1.2,0.031,33.0,97.0,0.99126,3.49,0.58,10.9,bad
10.6,1.32,1.01,59.0,0.376,252.6,327.9,1.00953,3.38,1.32,10.4,good
11.2,1.27,1.01,45.0,0.322,187.2,328.1,0.99998,2.99,1.27,11.1,good
9.7,1.11,1.13,53.4,0.229,122.7,151.7,1.02191,3.01,1.18,11.7,bad
6.6,1.17,1.46,37.2,0.125,233.6,286.1,1.022,3.19,1.51,12.9,good
12.3,1.15,0.7,48.4,0.288,219.4,265.1,1.02107,3.27,1.19,11.6,bad
8.0,1.24,1.27,47.1,0.336,158.4,272.2,1.02303,3.1,0.79,11.3,good
5.8,0.34,0.16,7.0,0.037,26.0,116.0,0.9949,3.46,0.45,10.0,good
13.3,1.23,0.94,43.2,0.264,243.9,301.1,1.01779,2.97,1.38,10.8,bad
13.0,1.19,1.01,30.0,0.152,228.9,298.1,1.02064,3.08,1.72,12.3,bad
7.7,0.93,1.34,29.0,0.291,175.0,216.5,1.01264,3.18,1.47,13.0,bad
6.4,0.22,0.32,4.9,0.046,50.0,156.0,0.99316,3.38,0.55,11.2,bad
8.5,0.53,0.62,30.3,0.365,110.8,286.9,1.00217,3.3,1.41,13.3,good
6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,bad
11.2,1.24,0.87,45.2,0.318,151.5,351.1,1.01739,3.09,1.53,12.8,good
13.4,1.41,1.18,39.2,0.082,251.3,305.4,1.01113,3.42,1.64,10.2,good
8.7,0.73,0.92,33.5,0.3,164.2,171.1,1.02697,3.2,1.55,11.8,good
11.1,1.02,1.31,31.3,0.181,86.7,188.2,1.02924,3.06,0.91,12.4,bad
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,bad
12.7,1.2,0.96,38.4,0.103,215.6,351.4,1.00801,3.09,0.7,12.3,good
10.1,1.18,1.17,50.7,0.195,262.3,241.6,1.01438,3.04,1.6,10.2,good
6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.99541,3.16,0.47,9.5,bad
7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59,10.2,bad
13.9,0.42,1.01,43.5,0.322,207.6,251.6,1.02235,3.16,0.75,11.0,good
5.9,1.21,1.03,55.6,0.374,217.5,306.8,1.00404,3.31,1.13,11.7,good
10.8,0.57,1.03,61.4,0.335,214.5,342.7,1.02159,3.26,1.08,11.3,bad
7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,bad
7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,bad
5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.9938,3.24,0.36,9.4,bad
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,bad
9.9,1.37,1.05,47.3,0.21,144.7,249.5,1.01779,3.05,1.22,10.8,good
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,bad
12.2,0.95,1.28,21.1,0.109,203.7,379.7,1.02233,2.85,1.25,13.0,good
12.5,0.81,1.06,56.9,0.274,82.0,229.1,1.02475,3.26,1.41,11.6,bad
8.3,0.73,0.85,36.9,0.265,113.6,204.5,1.02474,3.37,1.61,11.6,good
8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,bad
7.2,0.79,1.35,63.2,0.325,125.4,371.9,1.0223,2.94,0.68,11.7,bad
12.0,0.61,0.51,42.1,0.2,164.8,177.0,1.02263,3.07,0.94,11.3,good
9.3,0.79,1.23,49.5,0.192,240.2,243.8,1.02457,3.04,1.31,11.8,good
10.8,0.9,0.84,47.1,0.19,164.0,170.3,1.01636,3.06,0.86,12.5,bad
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,good
11.3,0.76,0.86,38.9,0.289,99.8,204.1,1.01512,2.93,1.54,12.3,good
7.0,0.91,0.69,41.3,0.115,121.1,280.8,1.01184,3.05,1.6,12.9,bad
14.4,1.2,0.68,32.9,0.377,224.0,150.4,0.99873,3.34,1.35,10.3,bad
11.2,1.07,0.88,43.1,0.413,154.0,377.6,1.01536,2.96,1.27,12.7,bad
6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,bad
5.3,1.1,1.08,42.7,0.065,105.6,318.0,0.99844,3.36,0.68,14.3,bad
12.5,1.09,0.78,30.5,0.256,227.3,273.6,1.01261,3.31,1.5,12.1,bad
11.9,1.16,0.93,47.0,0.241,212.1,230.9,1.01077,3.13,1.13,10.5,good
7.3,0.17,0.36,8.2,0.028,44.0,111.0,0.99272,3.14,0.41,12.4,bad
9.9,1.0,0.67,54.8,0.205,199.8,308.9,1.01708,2.98,1.22,13.2,good
10.1,0.73,1.51,41.8,0.183,199.3,260.2,1.01811,3.36,1.0,10.5,bad
8.2,0.23,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,0.84,9.7,bad
13.0,0.9,1.12,25.1,0.166,240.3,167.9,1.00793,3.07,1.51,11.2,good
9.1,0.75,1.32,54.3,0.228,153.5,282.9,1.02317,3.0,1.12,12.1,good
12.9,0.73,1.04,45.7,0.317,147.6,205.6,1.01591,3.2,0.98,10.5,bad
11.7,0.79,1.08,53.3,0.421,78.6,270.1,1.01963,3.21,1.35,10.6,bad
12.2,0.99,1.18,35.4,0.372,188.5,302.9,1.02046,3.19,0.88,11.3,bad
8.4,0.36,0.36,11.1,0.032,21.0,132.0,0.99313,2.95,0.39,13.0,bad
11.6,0.89,1.39,59.6,0.393,174.5,344.6,1.016,3.54,0.47,10.8,good
10.5,0.93,0.71,33.2,0.503,197.2,257.3,1.02035,3.38,1.23,11.1,bad
13.1,0.8,1.01,38.2,0.313,203.7,338.7,1.01254,3.12,1.29,12.8,good
6.5,1.12,1.06,47.2,0.098,196.4,393.6,1.0201,3.09,1.26,14.1,good
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.99238,3.0,0.4,9.5,bad
12.7,0.47,1.25,53.7,0.181,182.1,323.2,1.02599,2.98,1.28,10.4,good
13.2,1.26,0.6,37.6,0.397,255.5,272.9,1.0124,3.04,1.14,11.0,bad
10.4,0.97,1.02,51.4,0.059,157.6,235.4,1.01953,3.06,1.22,11.7,good
11.8,1.12,1.35,47.7,0.179,160.7,393.5,1.02497,2.89,1.63,11.2,bad
6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,bad
6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,bad
5.4,0.29,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.75,10.0,bad
8.7,0.8,1.4,54.5,0.344,95.3,322.2,1.00902,3.08,1.29,12.0,good
12.3,0.76,1.31,36.7,0.273,148.2,324.2,1.01224,3.15,1.35,12.0,good
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,bad
7.5,0.3,0.21,6.55,0.026,33.0,143.0,0.99244,2.92,0.35,11.1,bad
12.7,0.73,0.94,38.9,0.282,146.2,94.5,1.00909,3.34,1.01,9.4,good
13.3,0.48,1.39,52.1,0.278,172.6,204.4,1.00722,3.62,0.86,10.8,good
8.8,0.99,0.89,43.5,0.252,186.2,306.8,1.01471,3.02,1.17,12.9,bad
10.3,1.11,1.09,39.0,0.218,208.2,196.9,1.02446,3.2,0.89,10.9,bad
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,bad
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,bad
6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,good
11.2,1.09,1.22,21.7,0.246,236.8,236.1,1.01547,3.25,1.43,12.7,good
14.5,0.8,1.13,58.0,0.29,129.8,310.4,1.02451,3.29,0.73,12.7,good
8.8,0.96,1.07,49.1,0.405,89.2,267.8,1.03191,2.99,1.18,10.7,good
13.5,0.78,1.39,46.5,0.362,201.2,374.2,1.01728,3.17,1.13,10.2,bad
6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,bad
13.3,1.07,1.31,48.2,0.422,166.4,208.1,1.01573,3.21,0.78,11.4,good
13.3,1.18,1.22,49.5,0.302,178.8,308.6,1.00433,3.36,1.3,14.0,good
8.4,1.2,0.82,46.9,0.248,208.6,303.2,1.01667,3.27,1.31,11.7,good
6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,good
7.6,0.81,1.14,46.0,0.244,148.5,379.8,1.0172,3.01,1.54,11.3,bad
13.5,1.3,1.32,46.3,0.337,207.7,402.7,1.02264,3.11,1.23,11.5,bad
8.1,1.28,1.09,47.7,0.302,201.6,294.2,1.02594,2.96,1.38,12.6,good
8.9,1.03,0.95,48.9,0.343,142.9,286.7,1.01664,3.18,1.55,11.9,good
14.6,0.98,0.27,21.0,0.196,128.2,271.8,1.0056,3.01,1.43,10.5,good
11.2,1.32,0.65,45.0,0.246,163.7,187.4,1.02229,3.06,1.0,12.8,bad
6.3,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,bad
7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,good
6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,3.57,0.55,10.2,bad
12.2,0.56,1.46,47.1,0.251,190.3,178.2,1.02143,3.17,0.81,12.8,good
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10.0,bad
6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,8.9,bad
13.9,0.98,0.77,44.5,0.205,230.1,379.2,1.00601,3.57,1.01,9.6,bad
12.3,0.98,0.85,30.7,0.366,120.3,298.2,1.0186,3.03,1.22,10.5,good
7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,3.25,0.54,10.4,bad
11.3,1.0,0.82,37.4,0.165,193.7,166.3,1.02232,3.18,0.83,11.3,bad
13.5,0.9,1.32,55.3,0.28,165.9,286.1,1.02345,2.9,0.82,10.5,bad
10.8,1.22,0.79,55.8,0.43,163.5,343.6,1.01537,2.97,0.97,11.5,good
11.4,0.76,0.96,52.6,0.21,122.6,187.7,1.02871,3.46,1.4,11.4,good
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,good
6.4,0.24,0.22,1.5,0.038,38.0,157.0,0.9934,3.41,0.55,9.9,bad
11.7,0.72,1.06,43.6,0.147,123.7,146.4,1.02119,3.28,0.74,10.7,bad
6.3,0.22,0.33,1.7,0.041,67.0,164.0,0.9928,3.32,0.56,10.4,bad
7.1,0.28,0.31,1.5,0.053,20.0,98.0,0.99069,3.15,0.5,11.4,bad
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,bad
8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,bad
12.4,1.24,0.7,43.3,0.323,167.0,293.9,1.01344,3.41,1.23,11.0,bad
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,bad
13.0,0.94,0.99,43.4,0.211,238.8,367.7,1.01617,3.05,1.41,11.4,bad
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,bad
12.7,1.4,1.4,36.2,0.176,174.4,222.9,1.0184,2.96,1.19,12.8,bad
9.5,0.31,0.99,37.8,0.297,193.3,229.8,1.01599,3.37,1.0,12.9,bad
10.7,0.83,1.32,51.1,0.247,214.7,256.6,1.00873,3.39,0.65,11.3,bad
8.1,0.2,0.28,0.9,0.023,49.0,87.0,0.99062,2.92,0.36,11.1,bad
4.2,0.17,0.36,1.8,0.029,93.0,161.0,0.98999,3.65,0.89,12.0,good
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,good
10.3,1.02,0.77,25.7,0.132,189.6,252.2,1.02629,3.05,1.1,12.1,good
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,bad
10.9,1.12,1.28,47.1,0.336,140.9,359.2,1.02199,3.21,1.33,11.9,bad
11.2,1.28,0.51,36.5,0.334,209.0,343.6,1.01751,3.07,1.61,10.3,good
5.6,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,bad
7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3,good
8.4,0.91,1.15,39.7,0.489,181.2,301.2,1.02108,3.08,1.03,13.2,good
10.6,0.67,1.14,45.2,0.155,78.2,261.7,1.0247,3.08,1.0,12.8,bad
12.9,0.82,0.96,47.8,0.166,94.8,165.1,1.01651,3.43,0.7,9.6,good
9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,3.1,0.51,9.3,bad
10.8,0.98,0.74,41.0,0.144,138.1,310.2,1.01164,3.42,1.54,11.1,bad
8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,bad
12.4,1.15,0.82,40.2,0.194,228.9,304.7,1.00126,2.92,1.68,11.3,good
8.1,1.19,1.19,46.9,0.328,66.6,334.8,1.02379,2.93,1.49,13.4,bad
11.8,0.86,1.38,35.4,0.278,240.1,263.4,1.01273,3.17,1.36,11.1,bad
9.7,1.3,0.8,37.8,0.147,246.1,357.6,1.01509,3.15,1.16,11.9,good
11.9,1.31,1.28,39.4,0.302,179.6,138.3,1.02195,2.99,1.76,12.8,bad
9.3,1.11,0.79,46.8,0.264,229.8,384.8,1.01906,3.21,1.55,12.2,bad
13.9,0.69,1.22,37.6,0.118,171.5,331.2,1.01476,3.35,1.13,12.4,good
12.2,0.95,1.18,41.6,0.361,250.8,116.6,1.02214,2.94,1.81,11.2,good
9.0,1.07,1.21,50.8,0.359,195.9,264.5,1.01014,3.16,1.66,12.2,good
12.7,1.01,0.86,37.4,0.147,253.6,361.5,1.02114,3.03,1.41,10.9,bad
6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,bad
10.8,0.84,1.28,60.3,0.327,196.6,353.1,1.01361,3.12,0.85,11.8,good
11.5,0.78,1.02,43.8,0.264,156.7,330.9,1.01343,3.53,1.03,11.1,bad
12.3,0.61,0.61,29.5,0.323,205.0,313.4,1.01784,3.31,1.09,12.8,bad
7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,good
12.7,0.65,0.73,56.1,0.412,177.7,333.9,1.02352,3.31,0.82,12.5,good
8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,good
13.6,0.85,1.2,41.4,0.281,187.5,147.2,1.01756,3.4,0.75,9.7,bad
7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,bad
11.3,0.69,0.95,46.0,0.342,151.2,348.9,1.00565,3.23,0.91,11.2,bad
10.7,1.29,1.0,34.0,0.34,195.5,277.3,1.02139,2.92,0.9,11.3,good
11.3,0.84,0.82,36.8,0.257,198.5,228.4,1.02248,2.85,1.46,13.2,good
6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.99466,3.21,0.43,9.5,bad
11.6,1.16,1.4,44.6,0.397,111.2,259.6,1.01822,3.4,1.58,10.6,good
13.9,1.29,0.71,55.9,0.45,234.9,345.6,1.02656,3.04,1.58,12.9,good
10.9,0.41,1.35,37.4,0.118,95.7,341.1,1.02107,3.01,1.07,11.5,bad
7.7,1.22,0.53,52.1,0.466,214.6,313.0,1.02482,3.13,1.17,10.6,bad
10.6,0.76,1.19,43.5,0.242,242.6,291.5,1.00277,3.39,0.94,10.3,good
10.2,0.95,0.98,28.8,0.145,82.7,226.5,1.00339,3.05,1.2,13.1,bad
9.6,0.41,1.2,49.5,0.28,116.1,222.9,1.00801,3.08,1.24,12.3,bad
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,bad
12.9,0.76,0.9,36.2,0.183,170.9,158.4,1.01065,3.04,0.97,10.9,good
9.8,0.51,0.81,47.6,0.26,233.4,177.0,1.00806,3.08,1.66,11.0,good
7.0,0.17,0.42,1.0,0.075,19.0,71.0,0.99103,3.32,0.62,11.4,bad
11.5,0.77,0.89,26.2,0.322,95.0,229.0,1.02952,3.1,1.27,12.2,good
9.2,0.8,1.2,43.8,0.27,128.9,308.0,1.0056,3.32,1.23,12.1,bad
10.9,0.84,0.64,37.4,0.268,188.9,192.9,1.00785,3.23,1.29,12.8,bad
10.2,0.81,0.92,57.0,0.422,162.3,319.0,1.0185,3.2,1.22,11.5,bad
13.7,1.17,1.3,44.3,0.341,255.2,248.9,1.02058,2.99,1.45,10.9,good
6.4,0.33,0.3,7.2,0.041,42.0,168.0,0.99331,3.22,0.49,11.1,bad
11.9,0.71,0.64,48.3,0.294,246.2,256.6,1.01109,3.08,1.24,11.7,bad
11.4,1.31,0.98,60.9,0.228,186.6,360.5,1.02375,3.12,1.61,11.6,good
7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,bad
8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,bad
9.1,0.56,0.76,56.9,0.251,196.9,122.5,1.01403,3.34,0.69,12.0,good
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,bad
11.6,1.26,1.21,39.7,0.233,165.2,83.4,1.00864,3.22,1.54,11.3,bad
11.5,1.27,1.08,53.3,0.472,196.7,395.3,1.02407,2.92,1.32,10.9,good
7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.99704,3.2,0.36,9.5,good
9.6,1.07,0.91,50.1,0.325,163.1,289.6,1.01912,3.1,1.43,12.2,good
12.1,0.74,1.22,54.4,0.477,243.0,264.4,1.03177,2.91,1.14,10.8,bad
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,bad
7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.9942,3.4,0.59,10.2,bad
10.9,0.51,1.28,48.1,0.164,73.8,152.9,1.0213,3.01,1.01,9.4,bad
8.7,1.19,1.26,32.3,0.396,205.3,255.5,1.02264,3.45,1.05,10.3,good
10.7,0.43,0.9,23.4,0.375,173.3,280.7,1.01578,3.42,1.13,12.0,bad
13.3,1.31,0.96,50.3,0.313,148.4,304.3,1.01102,2.89,1.65,11.1,bad
10.7,1.11,1.15,47.1,0.346,173.7,260.8,1.01966,3.22,1.3,12.0,good
11.7,0.74,1.13,54.7,0.357,125.2,252.5,1.01596,3.22,1.21,10.2,good
11.1,0.87,1.28,40.3,0.205,165.4,142.1,1.01348,3.16,1.04,10.6,good
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,bad
12.0,1.24,1.18,46.8,0.331,195.5,341.9,1.02103,3.22,0.73,11.5,good
10.2,0.8,0.99,40.6,0.252,199.3,296.6,1.01455,3.37,0.9,12.4,good
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,bad
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,bad
11.3,0.75,1.23,37.3,0.257,179.4,303.0,1.01532,3.18,1.18,10.7,bad
10.3,0.92,1.37,46.6,0.282,187.6,310.8,1.02212,3.33,1.38,11.7,bad
12.6,1.04,1.09,43.4,0.24,185.2,254.8,1.01373,2.97,1.16,10.7,good
6.5,0.2,0.5,18.1,0.054,50.0,221.0,0.99941,2.94,0.64,8.8,bad
6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46,12.2,good
11.0,1.08,0.65,44.9,0.279,225.4,232.9,1.02142,3.13,0.99,11.8,bad
10.3,0.74,0.66,16.4,0.192,229.4,248.3,1.0203,3.14,1.5,10.5,good
12.7,1.36,1.21,52.7,0.309,209.1,415.9,1.01827,2.9,1.09,13.6,bad
6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,bad
10.0,1.0,1.0,42.2,0.198,178.1,315.8,1.02543,2.95,1.46,12.4,good
6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.99573,3.26,0.46,9.2,bad
11.0,1.04,0.83,32.4,0.177,145.9,331.6,1.014,2.79,1.73,12.5,bad
12.1,0.89,1.17,29.2,0.21,196.6,278.3,1.00603,3.22,1.16,12.3,bad
6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.99604,3.11,0.6,9.2,bad
5.8,0.315,0.27,1.55,0.026,15.0,70.0,0.98994,3.37,0.4,11.9,good
11.9,0.55,0.82,37.6,0.227,111.4,159.0,1.00281,2.96,1.27,10.9,good
11.5,0.91,0.91,38.2,0.126,179.2,284.9,1.00693,3.07,1.04,12.3,bad
9.5,1.19,1.3,28.3,0.27,161.6,233.3,1.02054,3.42,1.53,11.7,bad
11.8,0.87,1.1,27.6,0.219,82.4,343.1,1.01947,3.17,1.4,13.5,good
10.4,0.53,0.38,45.6,0.185,127.3,208.7,1.01877,3.08,1.23,11.1,good
7.7,0.85,1.04,51.3,0.191,149.3,304.1,1.01023,3.1,0.64,12.9,good
13.4,1.34,0.45,40.3,0.25,190.0,183.5,1.01041,3.02,1.18,10.6,bad
14.3,0.84,1.09,48.4,0.307,224.6,235.8,1.01101,3.25,1.2,11.0,bad
10.3,0.86,1.11,35.9,0.192,183.2,221.7,1.00603,3.14,1.6,12.3,bad
8.3,1.03,0.46,36.3,0.216,172.4,202.8,1.01811,3.11,1.35,13.5,bad
13.2,0.77,1.11,44.7,0.277,186.0,143.2,1.02381,2.8,0.83,10.2,good
11.6,1.0,1.23,45.0,0.377,200.4,360.5,1.00449,3.25,1.32,13.3,good
7.7,0.62,1.29,40.1,0.39,152.6,208.3,1.03144,2.81,1.52,12.6,good
11.3,0.67,1.0,58.0,0.314,123.5,300.4,1.02072,2.99,1.32,9.8,good
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,good
8.0,1.01,1.05,45.8,0.109,183.5,312.5,1.01162,3.07,1.08,12.2,bad
11.8,1.06,1.12,43.1,0.117,106.7,272.2,1.01505,3.15,1.38,12.5,bad
10.6,1.01,1.32,40.0,0.37,108.7,191.2,1.00592,3.39,0.93,12.2,bad
8.5,0.95,1.26,13.0,0.212,201.1,137.7,1.0028,2.98,1.73,13.0,good
8.8,0.65,0.75,30.3,0.369,145.7,270.0,1.02061,3.16,1.74,11.0,good
10.1,1.27,0.78,43.3,0.145,219.0,380.5,1.02664,2.97,0.96,10.6,bad
11.7,1.32,1.17,50.2,0.213,191.2,372.8,1.01533,2.94,1.79,11.1,bad
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,bad
7.4,1.03,0.98,42.9,0.253,204.3,368.9,1.01277,3.24,1.29,12.5,good
8.2,1.11,1.25,47.9,0.386,184.2,340.5,1.0157,2.91,0.8,10.0,good
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,bad
5.7,1.4,1.03,31.2,0.138,211.9,167.2,1.01623,2.96,1.37,11.4,good
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,bad
11.2,0.64,0.91,58.0,0.198,162.5,243.6,1.01496,3.0,1.1,10.7,good
10.8,0.67,0.4,42.5,0.39,190.5,330.0,1.00912,3.43,1.65,12.2,bad
6.8,0.16,0.18,1.8,0.046,31.0,114.0,0.99226,3.27,0.55,10.8,bad
10.9,0.78,1.28,55.4,0.096,84.3,95.8,1.02358,3.16,1.54,9.6,bad
13.4,1.44,1.22,57.5,0.337,237.0,366.4,1.01839,3.21,1.29,10.9,bad
8.2,1.38,1.31,61.0,0.465,191.3,406.7,1.01313,3.37,1.05,12.3,bad
8.0,0.55,0.42,12.6,0.211,37.0,213.0,0.9988,2.99,0.56,9.3,bad
7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,2.95,0.43,9.2,bad
10.4,0.6,0.97,34.6,0.101,114.3,288.6,1.0186,3.03,1.75,10.9,good
11.1,0.8,1.05,46.5,0.201,158.7,225.7,1.00649,3.34,1.27,11.7,bad
